"filename", "language", "TypeScript", "JSON", "JavaScript", "Markdown", "Shell Script", "JSON with Comments", "XML", "TypeScript JSX", "PostCSS", "comment", "blank", "total"
"/Users/lucaswhelan/nesolagus-suite/studio/components/ui/select.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 145, 0, 0, 14, 159
"/Users/lucaswhelan/nesolagus-suite/studio/components/ui/sheet.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 124, 0, 0, 15, 139
"/Users/lucaswhelan/nesolagus-suite/studio/components/ui/switch.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 4, 28
"/Users/lucaswhelan/nesolagus-suite/studio/design-document.md", "Markdown", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 1, 12
"/Users/lucaswhelan/nesolagus-suite/studio/package.json", "JSON", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"/Users/lucaswhelan/nesolagus-suite/studio/src/pipeline/index.js", "JavaScript", 0, 0, 31, 0, 0, 0, 0, 0, 0, 9, 8, 48
"/Users/lucaswhelan/nesolagus-suite/studio/src/pipeline/steps/convertToEngineFormat.js", "JavaScript", 0, 0, 10, 0, 0, 0, 0, 0, 0, 4, 8, 22
"/Users/lucaswhelan/nesolagus-suite/studio/src/pipeline/steps/draftQuestions.js", "JavaScript", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 1, 28
"/Users/lucaswhelan/nesolagus-suite/studio/src/pipeline/steps/generateSurveyDirect.js", "JavaScript", 0, 0, 406, 0, 0, 0, 0, 0, 0, 7, 36, 449
"/Users/lucaswhelan/nesolagus-suite/studio/src/pipeline/steps/structureToConfig.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 14, 13, 28
"Total", "-", 2214, 8165, 587, 2647, 5, 59, 5, 9552, 22, 441, 1865, 25562
